id,category_name,category_name_es,description;;
"1,Beading & Jewelry Making,Abalorios y Fabricación de Joyería,""Envío de insumos para fabricación artesanal de joyería y bisutería: cuentas de vidrio, cristal, madera, acrílico y metal";" mostacillas, rocallas, perlas artificiales, dijes, dijes metálicos, cierres, argollas, alambres de joyería, pinzas, tenazas, hilo nylon, cordón de cuero, cadenas, remaches y kits completos de bisutería.""";
"2,Fabric Decorating,Decoración de Telas,""Envío de productos para decorar y personalizar telas: pinturas textiles en spray y pomo, tintes para ropa, estampillas de tela, planchas para sublimación, transfer térmico, tintas de serigrafía, plantillas adhesivas, glitter textil, parches termoadhesivos y bordados decorativos.""";;
"3,Knitting & Crochet Supplies,Insumos de Tejido y Crochet,""Envío de materiales para tejido a palillo y crochet: lanas de oveja, acrílica, merino y alpaca";" madejas de hilo de algodón y bambú, agujas circulares y rectas de distintos calibres, ganchillos ergonómicos, marcadores de puntos, agujas laneras, accesorios de tejido, kits de inicio para tejer y patrones impresos.""";
"4,Printmaking Supplies,Insumos de Grabado y Estampación,""Envío de materiales para grabado y estampación artística: tintas de grabado al agua y al aceite, rodillos de linóleo, planchas de linóleo y madera, raspadores, prensas de grabado, papeles de grabado, ácidos para aguafuerte, pantallas de serigrafía, emulsión fotosensible y espátulas.""";;
"5,Scrapbooking & Stamping Supplies,Insumos de Scrapbooking y Sellos,""Envío de materiales para scrapbooking y estampado decorativo: álbumes de tapa dura, papeles decorativos de doble cara, sellos de goma y acrílico, almohadillas de tinta, troqueladores, punzones decorativos, washi tape, stickers, eyelets, brads, cintas decorativas y cajas de almacenamiento para manualidades.""";;
"6,Sewing Products,Productos de Costura,""Envío de productos de costura: máquinas de coser domésticas e industriales, overlock y recubridoras";" hilos de algodón, poliéster y seda en carretes, agujas universales y especiales, dedales, descosedores, cintas métricas, tizas de costura, patrones, cremalleras, botones, elásticos, entretela y accesorios para máquina.""";
"7,Craft & Hobby Fabric,Telas para Manualidades y Hobbies,""Envío de telas para manualidades y hobbies: fieltro, tul, organza, encaje, tela aida para bordado, loneta, yute, lino, algodón estampado, cuero sintético, vinilo, foam EVA, telas metalizadas, paños de colores y retazos surtidos.""";;
"8,Needlework Supplies,Insumos de Bordado y Labores,""Envío de materiales para labores de aguja: kits de bordado con lienzo y estambre, hilos de bordado DMC, hilo de seda y metálico, tela aida de distintos conteos, bastidores de madera y plástico, agujas de bordado, kits de punto de cruz, tapicería en cañamazo y conjuntos de bordado en cinta.""";;
"9,""Arts, Crafts & Sewing Storage"",""Almacenamiento para Arte, Manualidades y Costura"",""Envío de soluciones de almacenamiento para manualidades: organizadores de hilo y agujas, cajas modulares con compartimentos, carritos con ruedas para materiales de arte, maletines para pinturas, porta-hilos giratorios, estantes de pared, bolsas acolchadas para costura y cajones apilables para materiales.""";;
"10,""Painting, Drawing & Art Supplies"",""Insumos de Pintura, Dibujo y Bellas Artes"",""Envío de materiales artísticos: pinceles de acuarela, óleo y acrílico"; lienzos entelados y en rollo, pinturas al óleo, acrílicas, acuarelas y gouache;" lápices de grafito y de colores, pasteles, carboncillos, marcadores artísticos, espátulas, paletas, caballetes, bloques de papel de acuarela, tintas China y sets completos de bellas artes."""
"11,Craft Supplies & Materials,Insumos y Materiales para Manualidades,""Envío de insumos generales para manualidades: silicón en barra y pistola de silicón, cartulinas y cartón prensado, foamy liso y con glitter, tijeras de manualidades, cutter, base de corte, cinta doble cara, pegamento en barra y líquido, alambre floral, arcilla polimérica, resina epóxica, moldes de silicona, lentejuelas y cuentas decorativas.""";;
"12,Gift Wrapping Supplies,Insumos para Envoltura de Regalos,""Envío de materiales para envoltura de regalos: papel de regalo estampado y liso en rollo y pliegos, papel tissue, bolsas de regalo de papel y tela, cajas de regalo, moños, lazos y cintas decorativas, papel kraft, celofán, tarjetas de mensaje, etiquetas adhesivas y relleno de virutas.""";;
"13,Party Decorations,Decoraciones para Fiestas,""Envío de decoraciones para fiestas: globos de látex y aluminio, guirnaldas de papel y tela, banners de cumpleaños y celebraciones, centros de mesa, confeti, serpentinas, colgantes, arcos de globos, letras y números de foami, flores artificiales decorativas y manteles de plástico.""";;
"14,Automotive Paint & Paint Supplies,Pintura Automotriz e Insumos de Pintura,""Envío de productos para pintura automotriz: pinturas en aerosol y base agua para carrocería, primer surfacer, masillas de relleno, lijas automotrices de diferentes granos, cintas de enmascarar, barniz transparente, catalizadores, thinner, pistolas de pintar tipo HVLP, lámparas de secado infrarrojo y productos de preparación de superficie.""";;
"15,Heavy Duty & Commercial Vehicle Equipment,Equipamiento para Vehículos Pesados y Comerciales,""Envío de equipamiento para vehículos pesados y comerciales: frenos de tambor y disco para camiones, ejes y diferenciales, cajas de cambio, sistemas de escape diésel, suspensiones reforzadas, lonas de carga, quinta rueda, plataformas de carga, sistemas hidráulicos de volteo, baterías de alto amperaje y herramientas de diagnóstico para flotas.""";;
"16,Automotive Tires & Wheels,Neumáticos y Rines Automotrices,""Envío de neumáticos y rines para automóviles: llantas de verano, invierno y todo terreno en distintas medidas";" neumáticos de alto rendimiento, neumáticos run-flat, cámaras de aire, rines de aleación de aluminio, rines de acero, tapones y emblemas de rines, válvulas de aire y kits de montaje.""";
"17,Automotive Tools & Equipment,Herramientas y Equipos Automotrices,""Envío de herramientas y equipo para taller automotriz: llaves de torsión y de impacto, elevadores tipo gato hidráulico y tijera, soportes de seguridad, escáneres OBD2 de diagnóstico, compresores de aire, pistolas neumáticas, extractores de baleros, detectores de gases, cargadores de batería, linternas de trabajo y cabina de pintura portátil.""";;
"18,Automotive Performance Parts & Accessories,Partes de Alto Rendimiento y Accesorios Automotrices,""Envío de partes de alto rendimiento: turbocargadores y supercargadores, intercoolers, escapes deportivos de titanio y acero inoxidable, filtros de aire de alto flujo, kits de suspensión coilover, frenos de disco perforados, centralinas de reprogramación (ECU), barras estabilizadoras, kits de admisión de frío y embragues reforzados.""";;
"19,Car Care,Cuidado del Automóvil,""Envío de productos para mantenimiento y cuidado estético del auto: shampoo para autos, cera de carnauba y sintética, pulidores y abrillantadores, desengrasantes, limpiadores de tapizado, restaurador de plásticos, vidrios y gomas";" limpiadores de llantas, toallas de microfibra automotriz, aspiradoras portátiles y kits de pulido completo.""";
"20,Oils & Fluids,Aceites y Fluidos Automotrices,""Envío de lubricantes y fluidos automotrices: aceites de motor sintético, semisintético y mineral en distintas viscosidades";" aceite de caja automática y manual, aceite de diferencial, líquido de frenos DOT3/DOT4/DOT5, líquido refrigerante anticongelante, líquido de dirección asistida, fluido de transmisión automática ATF y aditivos para motor.""";
"21,Automotive Replacement Parts,Repuestos y Refacciones Automotrices,""Envío de repuestos y refacciones automotrices: pastillas y discos de freno, filtros de aceite, aire y combustible";" bujías, bobinas de encendido, correas de distribución y accesorias, alternadores, arrancadores, radiadores, amortiguadores, baleros de rueda, juntas de motor, termostatos, sensores de oxígeno y partes de carrocería.""";
"22,""Lights, Bulbs & Indicators"",""Luces, Bombillas e Indicadores"",""Envío de iluminación automotriz: focos halógenos, xenón (HID) y LED para faros delanteros y traseros";" luces de niebla, luces de freno, cuartos laterales, luces de reversa, tiras LED de ambiente interior, luces DRL, bombillas para tablero e indicadores, kits de conversión de luz LED y luces estroboscópicas.""";
"23,Automotive Interior Accessories,Accesorios para Interior de Vehículos,""Envío de accesorios para el interior del auto: fundas de asiento de cuero y tela, tapetes de hule y alfombra, volantes deportivos, cubiertas de volante, organizadores de maletero, visores parasol, pantallas multimedia para reposacabezas, cojines lumbar, ambientadores, cubiertas para palanca de cambios y consolas centrales.""";;
"24,Automotive Exterior Accessories,Accesorios para Exterior de Vehículos,""Envío de accesorios exteriores para vehículos: deflectores de ventana, viseras de lluvia, cubiertas de auto, portabicicletas y portaequipajes para techo, estribos laterales, spoilers, calcomanías, protectores de defensa, molduras de acero inoxidable, limpiaparabrisas de alta calidad y cámaras de retroceso.""";;
"25,Automotive Enthusiast Merchandise,Mercancía para Entusiastas Automotrices,""Envío de artículos coleccionables y mercancía para entusiastas automotrices: miniaturas de autos a escala, camisetas y gorras de marcas automotrices, posters, libros de historia automotriz, modelos de ensamble, llaveros de marca, tazas temáticas y figuras decorativas de automóviles.""";;
"26,Car Electronics & Accessories,Electrónica y Accesorios para Automóvil,""Envío de electrónica automotriz: autoestéreos con pantalla táctil y Android Auto/CarPlay, amplificadores y subwoofers, cámaras de reversa y dashcams, sistemas de alarma y rastreo GPS, sensores de estacionamiento, cargadores inalámbricos para auto, adaptadores Bluetooth, inversores de corriente y monitores de presión de llantas (TPMS).""";;
"27,RV Parts & Accessories,Partes y Accesorios para Casas Rodantes,""Envío de partes y accesorios para casas rodantes (RV): generadores de gasolina y propano, conexiones de agua y electricidad para campamentos, neumáticos para RV, paneles solares portátiles, toldo retráctil, estabilizadores de nivelación, filtros de agua, sistemas de gas LP, cámaras de reversa para remolque y escalerillas.""";;
"28,Motorcycle & Powersports,Motocicletas y Deportes Motorizados,""Envío de productos para motocicletas y deportes motorizados: cascos integrales y modulares, guantes de moto, chaquetas y pantalones de cuero y textil, botas de moto, repuestos como cadenas, sprockets, pastillas de freno, llantas de moto, escapes deportivos, manillares, retrovisores, fundas de moto y accesorios para ATV y jet ski.""";;
"29,Baby Diapering Products,Productos para Cambio de Pañal,""Envío de productos para el cambio de pañal: pañales desechables de recién nacido a talla grande, pañales de tela lavables, toallitas húmedas sin fragancia e hipoalergénicas, cremas para rozaduras con óxido de zinc, cambiadores portátiles, alfombrillas desechables para cambio, contenedores de pañales y bolsas perfumadas para desechar.""";;
"30,Baby & Toddler Feeding Supplies,Insumos de Alimentación para Bebés y Niños Pequeños,""Envío de utensilios y suministros para alimentación infantil: biberones anticólicos de vidrio y plástico, chupones de silicona por etapas, tazas antiderrame tipo sippy, cuchara de destete, baberos impermeables, platos y cubiertos de silicona con ventosa, extractores de leche materna eléctricos y manuales, bolsas para leche materna, esterilizadores y calentadores de biberones.""";;
"31,Pregnancy & Maternity Products,Productos para Embarazo y Maternidad,""Envío de productos para embarazadas: ropa de maternidad premamá como pantalones con faja elástica y vestidos, fajas de soporte lumbar y abdominal, almohadas de maternidad en forma de C y U, cremas antiestrías, cinturones pélvicos, monitores de frecuencia cardíaca fetal, test de embarazo y suplementos vitamínicos prenatales.""";;
"32,Child Safety Car Seats & Accessories,Sillas de Seguridad Infantil para Auto y Accesorios,""Envío de sillas de seguridad vial infantil: sillas de bebé orientadas hacia atrás (rear-facing), sillas convertibles, sillas con arnés de 5 puntos para niños mayores, sillas booster, bases ISOFIX, protectores de asiento para el respaldo del auto y espejos retrovisores para vigilar al bebé en el asiento trasero.""";;
"33,Baby Safety Products,Productos de Seguridad para Bebés,""Envío de productos de seguridad infantil para el hogar: cerraduras de seguridad para cajones y armarios, protectores de esquinas, tapones para tomacorrientes, barreras y rejas de seguridad para escaleras y puertas, protectores de chimenea, cierres magnéticos, monitores de bebé con cámara y audio, y alarmas de detección de movimiento.""";;
"34,Toilet Training Products,Productos para Entrenamiento de Baño,""Envío de productos para el entrenamiento de control de esfínteres: orinales y pelelas infantiles, reductores de inodoro con asiento acolchado, escalerillas de baño antideslizantes, pañales de entrenamiento tipo calzoncillo, libros ilustrados para entrenamiento y kits de premiación con pegatinas.""";;
"35,Baby Care Products,Productos de Cuidado para Bebés,""Envío de productos de higiene y cuidado del bebé: shampoo y gel de baño sin lágrimas, crema hidratante para bebé, aceite de bebé, talco, cortaúñas y lima para bebé, peinillas y cepillos de cerdas suaves, aspiradores nasales, termómetros digitales de oído y de frente, algodones, cotonetes y sets de cuidado completo.""";;
"36,Baby Travel Gear,Equipo de Viaje para Bebés,""Envío de equipo de viaje para bebés: bolsas de pañales con cambiador incluido, mochilas de maternidad, portabebés ergonómicos de tela y estructura, arneses para bebé, almohadas de viaje para cuello, camas de viaje plegables, monitores de temperatura portátiles y cubiertas para lluvia y sol.""";;
"38,Baby Activity & Entertainment Products,Productos de Actividad y Entretenimiento para Bebés,""Envío de productos de estimulación y entretenimiento para bebés: gimnasios de actividades con móvil musical, hamacas y mecedoras eléctricas, asientos vibrador-relajante, centros de actividades, sonajeros de colores, juguetes de mordedor de silicona, alfombras de juego con espejo, proyectores de luces y música para cuna.""";;
"39,Baby Gifts,Regalos para Bebés,""Envío de regalos para bebés y baby shower: canastillas con set de ropa, kit de baño, manta personalizada, libro de memorias del primer año, sets de joyería de plata para bebé, peluches personalizados, cajas de regalo temáticas y sets de inicio completos para recién nacido.""";;
"40,Baby Stationery,Papelería para Bebés,""Envío de papelería para bebés: invitaciones de baby shower personalizadas, tarjetas de anuncio de nacimiento, álbumes de fotos del primer año, libros de firmas para baby shower, etiquetas adhesivas de nacimiento y agendas o diarios para mamá.""";;
"41,""Nursery Furniture, Bedding & Décor"",""Muebles, Ropa de Cama y Decoración para Cuarto de Bebé"",""Envío de mobiliario y decoración para cuarto de bebé: cunas de madera con barandas ajustables, cambiadores y cómodas, mecedoras de lactancia, colchones de cuna antialérgicos, sábanas y franelas, protectores de cuna acolchados, móviles musicales, vaporetas de ambiente, alfombras suaves, cortinas y vinilos decorativos para pared.""";;
"42,Baby,Bebés,""Envío de productos generales para bebés y recién nacidos, incluyendo ropa, artículos de cuidado, accesorios y juguetes para etapas tempranas del desarrollo.""";;
"43,Baby Boys' Clothing & Shoes,Ropa y Calzado para Bebés Varones,""Envío de ropa y calzado para bebés varones: bodies de algodón manga corta y larga, pijamas enterizas, conjuntos de camisa y pantalón, gorros, calcetines, zapatitos de tela y cuero, mameluco y sets de ropa de regalo para recién nacido.""";;
"44,Baby Strollers & Accessories,Carriolas y Accesorios para Bebés,""Envío de coches y accesorios para bebé: carriolas individuales y dobles, sistemas de viaje (travel system con huevo), sillas tipo paragua ligeras, carritos para jogging, adaptadores para asiento de auto, cubiertas para lluvia y mosquitero, bolsas de carreola, reposapiés y protector solar con visera.""";;
"45,Beauty & Personal Care,Belleza y Cuidado Personal,""Envío de productos de belleza y cuidado personal en general: cosméticos, cremas, fragancias, productos capilares, artículos de higiene, herramientas de belleza y suplementos para la apariencia personal.""";;
"46,Perfumes & Fragrances,Perfumes y Fragancias,""Envío de fragancias y perfumería: perfumes Eau de Parfum y Eau de Toilette para hombre y mujer, colonias ligeras, body splash, aceites esenciales aromáticos, perfumes de autor y nicho, sets de regalo con perfume y loción corporal, difusores de aroma personal y muestras de perfumería.""";;
"47,Hair Care Products,Productos para el Cuidado del Cabello,""Envío de productos para el cuidado del cabello: shampoo y acondicionador para todo tipo de cabello, mascarillas de hidratación, aceites capilares de argán, coco y keratina, tintes y decolorantes, tratamientos de queratina profesional, sprays de protección térmica, sueros antiencrespamiento, champú seco y kits de coloración.""";;
"48,Makeup,Maquillaje,""Envío de cosméticos y maquillaje: bases líquidas y en polvo, correctores, contour y iluminadores, sombras de ojos en paleta, delineadores líquidos y en lápiz, máscaras de pestañas, labiales mate y gloss, rubores y bronzers, fijadores de maquillaje, primers y sets completos de cosméticos.""";;
"49,Skin Care Products,Productos para el Cuidado de la Piel,""Envío de productos para el cuidado de la piel: limpiadores faciales, tónicos, serums de vitamina C, ácido hialurónico y retinol, cremas hidratantes, contorno de ojos, protector solar SPF 30 y 50, mascarillas de arcilla y lámina, exfoliantes faciales, micelares y cremas corporales.""";;
"50,Beauty Tools & Accessories,Herramientas y Accesorios de Belleza,""Envío de herramientas de belleza: planchas de cabello cerámicas y de titanio, rizadores de barril y de tenaza, secadoras de cabello iónicas, cepillos eléctricos Brush Styler, sets de brochas de maquillaje, esponjas de aplicación, rodillos de jade y cuarzo, dispositivos LED faciales y limpiadoras sónicas.""";;
"51,""Foot, Hand & Nail Care Products"",""Productos para Cuidado de Pies, Manos y Uñas"",""Envío de productos para manos, pies y uñas: esmaltes de uñas gel y tradicional, bases y top coat, removedores de esmalte, limas de vidrio y cartón, cortaúñas, empujadores de cutícula, cremas para manos y pies, kits de manicure y pedicure completos, piedra pómez, sales de baño para pies y exfoliantes de talones.""";;
"52,Personal Care Products,Productos de Higiene y Cuidado Personal,""Envío de artículos de higiene y cuidado personal: desodorantes en barra, roll-on y spray, jabones de tocador, gel de ducha, cremas corporales, toallas sanitarias y tampones, papel higiénico de tres capas, hisopos de algodón, cortadores de barba, kits de higiene íntima y productos para higiene femenina.""";;
"53,Shaving & Hair Removal Products,Productos de Afeitado y Depilación,""Envío de productos de afeitado y depilación: rasuradoras manuales de hoja múltiple y eléctricas oscilantes y de lámina, geles y cremas de afeitar, ceras de depilar en bandas frías y cálidas, aparatos de cera tibia, espumas postafeitado, cremas depilatorias, pinzas de depilar, removedores láser IPL domésticos y recortadoras de barba y vello corporal.""";;
"54,Computer Servers,Servidores de Cómputo,""Envío de servidores y equipos de cómputo empresarial: servidores en rack, blade servers, servidores torre, equipos NAS de alta capacidad, unidades de proceso GPU para data centers, switches de fibra óptica empresariales, racks y gabinetes metálicos, UPS de alta potencia y componentes de servidor como módulos de memoria ECC.""";;
"55,Data Storage,Almacenamiento de Datos,""Envío de dispositivos de almacenamiento de datos: discos duros HDD de escritorio y portátiles, unidades SSD SATA y NVMe M.2, memorias USB de alta velocidad, tarjetas microSD y SD de distintas capacidades, arreglos RAID externos, unidades de cinta magnética LTO, unidades ópticas Blu-ray y discos ópticos de archivado.""";;
"56,Computer Monitors,Monitores de Computadora,""Envío de monitores y pantallas para computadora: monitores LED, IPS, OLED y 4K";" pantallas para gaming con alta tasa de refresco (144Hz, 240Hz), monitores ultrawide, monitores con panel táctil, pantallas para diseño gráfico de amplio gamut de color, soportes articulados para monitor y cables DisplayPort y HDMI.""";
"57,Computers & Tablets,Computadoras y Tabletas,""Envío de equipos de cómputo: computadoras de escritorio tipo tower y all-in-one, laptops ultradelgadas, laptops para gaming con GPU dedicada, Chromebooks, tablets Android e iOS, tablets 2-en-1 con teclado desmontable y tablets con pantalla de tinta electrónica.""";;
"58,Tablet Replacement Parts,Repuestos para Tabletas,""Envío de refacciones para tabletas: pantallas y touch screens de repuesto, baterías, conectores de carga, cámaras traseras y frontales, altavoces internos, botones de encendido y volumen, marcos y carcasas y herramientas de reparación.""";;
"60,Computer Networking,Redes de Computadoras,""Envío de equipos de red: routers inalámbricos Wi-Fi 6 y 6E, switches administrables y no administrables, puntos de acceso empresariales, tarjetas de red PCI-e y USB, cables de red Cat5e, Cat6 y Cat7, módems fibra óptica, extenders y repetidores de señal, convertidores de fibra y patch panels.""";;
"63,Computer Components,Componentes de Computadora,""Envío de componentes internos para PC: procesadores Intel Core i y AMD Ryzen, tarjetas madre ATX e ITX, módulos de memoria RAM DDR4 y DDR5, tarjetas gráficas NVIDIA y AMD, fuentes de poder modulares y no modulares, gabinetes de PC con ventilación, disipadores de calor, pasta térmica y sistemas de enfriamiento líquido AIO.""";;
"64,Tablet Accessories,Accesorios para Tabletas,""Envío de accesorios para tabletas: fundas y teclados Bluetooth para iPad y Android, lápices stylus activos, protectores de pantalla de vidrio templado, soportes de escritorio, hubs USB-C para tablet, cables de carga tipo C, auriculares y adaptadores de audio.""";;
"65,Laptop Accessories,Accesorios para Laptops,""Envío de accesorios para laptops: bases de refrigeración con ventiladores, hubs USB y docking stations multiconector, ratones inalámbricos y con cable, teclados externos, fundas acolchadas, soportes ergonómicos, candados de seguridad Kensington, filtros de privacidad para pantalla y cables de alimentación universales.""";;
"66,Computer External Components,Periféricos y Componentes Externos de Computadora,""Envío de periféricos externos para PC: teclados mecánicos y de membrana, ratones ópticos y láser para gaming y oficina, webcams HD y 4K, micrófonos de condensador USB, altavoces de escritorio, impresoras de inyección y láser, escáneres de cama plana, drawing tablets y lectores de tarjetas de memoria.""";;
"68,Wearable Technology,Tecnología Vestible,""Envío de tecnología portátil: smartwatches con GPS y monitor cardiaco, pulseras de actividad fitness tracker, relojes inteligentes para niños, gafas inteligentes, anillos de salud, ropa con sensores biométricos integrados y audífonos inteligentes con cancelación activa de ruido.""";;
"69,Televisions & Video Products,Televisores y Productos de Video,""Envío de televisores y equipos de video: smart TVs 4K y 8K OLED, QLED y LED en distintos tamaños, proyectores de tiro largo y ultracorto, barras de sonido soundbar, decodificadores streaming como Roku, Fire TV y Chromecast, receptores de cable y satélite, reproductores Blu-ray 4K y antenas digitales HD.""";;
"70,GPS & Navigation,GPS y Navegación,""Envío de dispositivos GPS y navegación: navegadores GPS portátiles para auto, GPS de mano para senderismo y montañismo, GPS marino, rastreadores GPS vehiculares en tiempo real, dispositivos de rastreo personal y para mascotas, y actualizaciones de mapas en tarjeta SD.""";;
"71,Headphones & Earbuds,Audífonos y Auriculares,""Envío de auriculares y audífonos: auriculares over-ear con cancelación activa de ruido (ANC), headphones on-ear inalámbricos y con cable, earbuds true wireless (TWS) con estuche de carga, audífonos gaming con micrófono, auriculares para monitoreo de estudio y audífonos deportivos resistentes al sudor.""";;
"72,Office Electronics,Electrónica de Oficina,""Envío de electrónica de oficina: impresoras multifuncionales de inyección y láser en color y blanco/negro, fotocopiadoras, escáneres de documentos de alta velocidad, máquinas encuadernadoras, destructoras de papel, calculadoras científicas y financieras, proyectores para presentaciones y teléfonos IP.""";;
"73,Portable Audio & Video,Audio y Video Portátil,""Envío de equipos de audio y video portátiles: bocinas Bluetooth con resistencia a agua IPX, reproductores de MP3 y MP4, walkies talkies, radios AM/FM portátiles, grabadoras de voz digitales, reproductores de CD portátiles y cámaras de acción para deporte tipo GoPro.""";;
"74,eBook Readers & Accessories,Lectores de Libros Electrónicos y Accesorios,""Envío de lectores de libros electrónicos y accesorios: e-readers Kindle y Kobo con pantalla de tinta electrónica E-ink, fundas de cuero y tela para e-reader, cargadores y cables USB-C, protectores de pantalla, luces de lectura portátiles y tarjetas de contenido digital.""";;
"75,Cell Phones & Accessories,Teléfonos Celulares y Accesorios,""Envío de teléfonos móviles y accesorios: smartphones Android y iPhone de gama alta, media y básica";" fundas protectoras tipo wallet, bumper y transparentes, vidrios templados y láminas protectoras, cargadores inalámbricos y por cable de carga rápida, baterías externas powerbank, soportes para auto y escritorio, y cables Lightning, USB-C y micro USB.""";
"76,Accessories & Supplies,Accesorios y Suministros Electrónicos,""Envío de accesorios y suministros electrónicos variados: regletas eléctricas con protector de sobretensión, extensiones eléctricas, adaptadores de corriente universales, pilas alcalinas AA, AAA y de 9V, baterías recargables con cargador, limpiadores de pantalla y suministros de mantenimiento electrónico.""";;
"77,Video Projectors,Proyectores de Video,""Envío de proyectores de video: proyectores DLP y LCD para presentaciones de negocios, proyectores 4K para cine en casa, mini proyectores portátiles LED, proyectores láser de ultra alta resolución, pantallas de proyección enrollable y fija, y accesorios como soportes de techo y cables HDMI.""";;
"78,Vehicle Electronics,Electrónica para Vehículos,""Envío de electrónica para vehículos: dashcams full HD y 4K, cámaras de reversa con pantalla, sistemas de navegación GPS para empotrar, reproductores multimedia con Android Auto, sensores de aparcamiento ultrasónicos, sistemas de arranque remoto y trackers GPS vehiculares.""";;
"79,Camera & Photo,Cámaras y Fotografía,""Envío de equipo fotográfico: cámaras réflex DSLR y sin espejo mirrorless, lentes de distancia focal fija y zoom, flashes externos y anillos de luz LED, trípodes de aluminio y carbono, filtros ND y polarizadores, mochilas para cámara, tarjetas de memoria de alta velocidad, baterías y cargadores de repuesto y estabilizadores gimbal.""";;
